person_home_ownership,loan_intent,loan_grade,person_age,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,person_income,person_emp_length,cb_person_default_on_file
RENT,EDUCATION,B,22,12000,10.99,1,0.38,2,31200,7,N
MORTGAGE,VENTURE,B,22,5000,11.36,0,0.06,3,80000,5,N
MORTGAGE,DEBTCONSOLIDATION,A,25,8500,7.51,0,0.11,2,80000,5,N
MORTGAGE,EDUCATION,D,23,25000,0,0,0.31,4,80000,3,Y
MORTGAGE,MEDICAL,C,24,25000,0,0,0.31,2,80000,0,Y
RENT,EDUCATION,B,22,12000,10.62,1,0.32,2,37392,1,N
MORTGAGE,PERSONAL,B,26,25000,10.62,0,0.31,4,80000,10,N
MORTGAGE,PERSONAL,A,22,5000,7.14,0,0.06,2,80000,6,N
RENT,MEDICAL,D,21,12000,0,1,0.38,2,32000,6,Y
MORTGAGE,PERSONAL,D,26,5000,14.96,0,0.06,3,80000,4,Y
MORTGAGE,VENTURE,D,23,20000,14.96,0,0.25,3,80000,5,N
RENT,PERSONAL,B,23,12000,11.71,1,0.32,2,38000,7,N
MORTGAGE,MEDICAL,E,22,12000,16.35,1,0.16,2,62900,6,Y
OWN,EDUCATION,F,23,6000,19.13,0,0.07,4,80000,2,Y
MORTGAGE,PERSONAL,B,22,10000,11.83,1,0.14,3,74000,3,N
RENT,EDUCATION,B,21,12000,10.37,1,0.32,4,38000,5,N
RENT,PERSONAL,B,26,12000,0,1,0.32,4,38000,0,N
RENT,PERSONAL,C,24,12000,13.23,1,0.32,3,38000,2,Y
MORTGAGE,DEBTCONSOLIDATION,A,23,10000,7.74,0,0.13,3,80000,7,N
RENT,VENTURE,B,24,12000,11.89,1,0.32,3,38000,0,N
MORTGAGE,DEBTCONSOLIDATION,A,22,6000,7.4,0,0.07,3,80000,3,N
RENT,EDUCATION,C,24,12000,11.34,1,0.32,3,38000,0,N
MORTGAGE,MEDICAL,A,25,6000,7.74,0,0.07,4,80000,4,N
RENT,DEBTCONSOLIDATION,A,24,12000,6.17,1,0.32,3,38001,4,N
MORTGAGE,EDUCATION,D,25,25000,15.31,0,0.31,2,80000,10,N
MORTGAGE,PERSONAL,A,24,6000,8.59,0,0.07,4,80000,0,N
OWN,EDUCATION,B,25,25000,11.48,0,0.31,4,80000,6,N
RENT,EDUCATION,B,22,12000,10.75,1,0.32,3,38004,5,N
RENT,MEDICAL,D,25,12000,14.96,1,0.37,3,32004,3,Y
MORTGAGE,EDUCATION,A,22,2000,0,0,0.03,4,80000,1,N
OWN,VENTURE,A,24,5500,8.94,0,0.07,2,80000,0,N
MORTGAGE,PERSONAL,B,26,15000,12.53,0,0.19,3,80000,6,N
RENT,MEDICAL,B,25,12000,11.71,1,0.31,2,38340,9,N
MORTGAGE,PERSONAL,B,23,8500,11.14,0,0.11,2,80000,7,N
MORTGAGE,HOMEIMPROVEMENT,B,23,25000,12.18,1,0.34,2,74000,4,N
RENT,EDUCATION,A,26,12000,8.9,1,0.31,4,38400,0,N
OWN,PERSONAL,C,26,7000,13.22,0,0.09,2,80000,5,Y
MORTGAGE,EDUCATION,B,25,22000,11.48,0,0.28,3,80000,2,N
OWN,VENTURE,A,25,12000,8.94,0,0.3,3,39996,2,N
RENT,MEDICAL,A,26,12000,5.99,1,0.31,2,38400,0,N
RENT,MEDICAL,B,25,12000,10.38,1,0.31,4,38599,3,N
MORTGAGE,EDUCATION,B,22,15000,11.48,0,0.19,3,80000,0,N
RENT,EDUCATION,B,23,12000,10.99,1,0.31,4,39000,1,N
RENT,EDUCATION,B,22,12000,11.11,1,0.31,3,39000,1,N
MORTGAGE,VENTURE,A,26,3000,8,0,0.04,4,80000,5,N
RENT,MEDICAL,B,23,12000,10.83,1,0.31,3,39000,7,N
RENT,VENTURE,A,24,12000,8.9,0,0.3,4,39600,0,N
OWN,VENTURE,A,24,3000,7.37,0,0.08,4,39996,0,N
RENT,MEDICAL,B,25,12000,10.99,0,0.3,2,39600,2,N
MORTGAGE,VENTURE,E,23,8000,15.68,0,0.1,4,80000,5,N
RENT,VENTURE,A,25,12000,5.79,0,0.3,2,39779,8,N
MORTGAGE,EDUCATION,B,23,17000,12.21,0,0.21,2,80000,7,N
MORTGAGE,PERSONAL,D,22,15000,15.05,1,0.2,3,74000,4,N
RENT,VENTURE,A,21,12000,7.9,0,0.3,3,39900,0,N
RENT,EDUCATION,B,25,12000,9.88,0,0.3,4,39900,8,N
MORTGAGE,EDUCATION,B,26,7500,10.08,1,0.1,4,74000,4,N
MORTGAGE,EDUCATION,A,24,7500,8.63,0,0.09,4,80000,8,N
RENT,DEBTCONSOLIDATION,B,24,12000,12.69,0,0.3,3,39996,8,N
MORTGAGE,DEBTCONSOLIDATION,A,22,10000,8.32,0,0.13,2,80000,0,N
RENT,PERSONAL,B,23,12000,9.63,0,0.3,2,39996,6,N
OWN,MEDICAL,B,24,20000,9.51,0,0.25,2,80000,8,N
MORTGAGE,HOMEIMPROVEMENT,C,22,11200,0,1,0.15,2,74000,6,Y
MORTGAGE,VENTURE,E,22,25000,14.38,1,0.34,3,74000,1,Y
RENT,VENTURE,B,26,12000,0,0,0.3,4,39996,0,N
RENT,MEDICAL,C,24,12000,13.49,0,0.3,2,40000,6,N
OWN,HOMEIMPROVEMENT,C,24,2425,15.27,0,0.03,4,80004,3,Y
MORTGAGE,DEBTCONSOLIDATION,A,25,3600,7.49,0,0.04,4,80004,0,N
MORTGAGE,HOMEIMPROVEMENT,A,24,6000,6.17,0,0.07,3,80004,8,N
MORTGAGE,DEBTCONSOLIDATION,D,24,25000,15.57,1,0.34,3,74004,7,Y
RENT,DEBTCONSOLIDATION,B,26,12000,9.99,0,0.3,3,40000,0,N
OWN,HOMEIMPROVEMENT,B,24,25000,10.36,0,0.31,3,80004,8,N
RENT,MEDICAL,A,26,12000,7.51,0,0.3,2,40000,2,N
MORTGAGE,PERSONAL,B,26,15000,11.86,0,0.19,3,80004,4,N
RENT,DEBTCONSOLIDATION,B,22,12000,10.99,0,0.3,2,40000,2,N
RENT,MEDICAL,A,26,12000,7.88,0,0.3,2,40000,2,N
MORTGAGE,VENTURE,B,23,19000,10.62,0,0.24,2,80004,2,N
RENT,DEBTCONSOLIDATION,C,22,12000,13.22,0,0.3,4,40000,1,N
MORTGAGE,HOMEIMPROVEMENT,A,26,6000,8,0,0.07,4,80004,0,N
RENT,VENTURE,B,22,12000,0,0,0.3,3,40000,4,N
RENT,DEBTCONSOLIDATION,B,23,12000,12.18,0,0.3,4,40000,2,N
RENT,PERSONAL,B,26,12000,11.58,0,0.3,2,40000,1,N
RENT,EDUCATION,B,22,12000,11.89,0,0.3,3,40000,3,N
MORTGAGE,VENTURE,A,24,6000,8.63,0,0.07,4,80004,8,N
RENT,MEDICAL,B,23,12000,9.91,0,0.3,2,40100,7,N
MORTGAGE,EDUCATION,B,22,27525,10.74,0,0.34,3,80070,6,N
MORTGAGE,DEBTCONSOLIDATION,B,25,11300,10.37,0,0.14,2,80140,4,N
OWN,VENTURE,B,23,30000,9.91,0,0.37,3,80196,2,N
MORTGAGE,HOMEIMPROVEMENT,A,25,4000,5.42,0,0.05,4,80208,1,N
RENT,DEBTCONSOLIDATION,C,22,12000,14.27,0,0.3,3,40320,0,N
OWN,EDUCATION,A,22,7000,7.14,0,0.09,3,80340,2,N
RENT,PERSONAL,A,26,12000,0,0,0.29,2,40800,2,N
RENT,DEBTCONSOLIDATION,B,25,12000,11.71,0,0.29,3,41000,6,N
MORTGAGE,DEBTCONSOLIDATION,A,25,1000,5.42,0,0.01,3,80400,9,N
MORTGAGE,VENTURE,D,25,25000,17.49,0,0.31,4,80400,10,Y
MORTGAGE,VENTURE,A,24,12000,5.79,0,0.15,3,80400,5,N
RENT,PERSONAL,B,24,12000,9.91,1,0.33,3,36000,2,N
RENT,EDUCATION,C,23,12000,13.49,0,0.29,2,42000,4,N
RENT,EDUCATION,A,25,12000,7.9,0,0.29,4,42000,2,N
MORTGAGE,EDUCATION,A,22,5000,8.49,1,0.07,4,74476,6,N
MORTGAGE,VENTURE,D,26,24000,17.58,0,0.3,3,80500,3,Y
RENT,EDUCATION,B,23,12000,10.65,0,0.29,4,42000,2,N
RENT,VENTURE,A,26,12000,8.49,0,0.29,3,42000,3,N
MORTGAGE,HOMEIMPROVEMENT,B,26,11000,12.53,0,0.14,3,80500,9,N
MORTGAGE,DEBTCONSOLIDATION,D,22,7500,13.17,1,0.1,2,74500,6,N
MORTGAGE,HOMEIMPROVEMENT,B,26,9600,0,0,0.12,3,80600,10,N
MORTGAGE,DEBTCONSOLIDATION,E,24,20000,17.51,1,0.27,3,74600,3,N
RENT,VENTURE,A,24,12000,7.66,0,0.29,4,42000,0,N
MORTGAGE,DEBTCONSOLIDATION,C,24,16000,13.22,0,0.2,2,80689,1,Y
MORTGAGE,HOMEIMPROVEMENT,A,26,9600,7.29,0,0.12,2,80730,7,N
MORTGAGE,MEDICAL,A,23,5000,0,0,0.06,3,80796,7,N
RENT,EDUCATION,C,21,12000,13.23,0,0.29,2,42000,0,N
OWN,MEDICAL,D,23,15000,15.65,0,0.19,2,80832,0,N
MORTGAGE,EDUCATION,B,22,9100,12.42,0,0.11,3,81000,5,N
RENT,DEBTCONSOLIDATION,B,25,12000,12.69,0,0.28,3,42500,1,N
MORTGAGE,DEBTCONSOLIDATION,A,26,10750,8.49,0,0.13,2,81000,10,N
RENT,EDUCATION,C,23,12000,13.35,0,0.28,3,42500,3,N
RENT,PERSONAL,B,24,12000,11.36,0,0.28,2,42500,9,N
RENT,EDUCATION,A,25,12000,8.9,0,0.28,2,42900,5,N
RENT,VENTURE,C,25,12000,13.16,0,0.28,2,43000,1,Y
MORTGAGE,VENTURE,D,22,25000,15.57,1,0.33,4,75000,6,Y
MORTGAGE,PERSONAL,B,23,10000,8.88,0,0.12,4,81000,8,N
OWN,VENTURE,D,25,12000,0,0,0.15,2,81000,9,Y
MORTGAGE,MEDICAL,B,26,5000,10.75,0,0.06,3,81000,6,N
MORTGAGE,EDUCATION,A,22,6600,7.88,0,0.08,4,81000,5,N
RENT,VENTURE,B,24,12000,10.36,0,0.28,4,43200,5,N
MORTGAGE,HOMEIMPROVEMENT,B,24,20000,11.49,0,0.25,4,81000,8,N
RENT,PERSONAL,B,26,12000,10.37,0,0.27,2,43680,0,N
OWN,MEDICAL,A,22,1000,0,0,0.03,3,39000,6,N
MORTGAGE,EDUCATION,B,22,24000,9.88,0,0.3,2,81000,6,N
RENT,MEDICAL,E,25,12000,16.45,0,0.27,4,44004,9,Y
RENT,VENTURE,D,22,12000,13.24,0,0.27,2,44160,7,Y
RENT,EDUCATION,C,23,12000,14.79,0,0.27,4,44400,1,N
OWN,EDUCATION,D,22,10000,15.31,0,0.12,3,81000,2,N
RENT,PERSONAL,C,22,12000,13.11,0,0.27,2,44412,3,Y
MORTGAGE,DEBTCONSOLIDATION,B,24,15000,12.18,0,0.19,4,81000,0,N
MORTGAGE,MEDICAL,B,25,5200,10.95,0,0.06,2,81000,2,N
OWN,EDUCATION,C,21,8400,12.53,0,0.1,3,81000,0,Y
MORTGAGE,PERSONAL,B,24,3200,0,0,0.04,2,81100,8,N
RENT,EDUCATION,B,23,12000,12.69,0,0.27,4,45000,4,N
MORTGAGE,PERSONAL,B,23,15000,10.25,0,0.18,4,81120,3,N
OWN,HOMEIMPROVEMENT,D,25,4400,14.84,0,0.11,2,39000,2,N
RENT,EDUCATION,A,22,12000,6.62,0,0.27,2,45000,6,N
MORTGAGE,EDUCATION,B,26,9100,10.95,0,0.11,4,81204,1,N
MORTGAGE,HOMEIMPROVEMENT,A,26,6000,7.9,0,0.07,4,81360,4,N
OWN,MEDICAL,B,25,3600,11.86,0,0.09,2,39000,3,N
OWN,MEDICAL,C,25,8500,14.35,0,0.22,3,39000,0,N
MORTGAGE,MEDICAL,B,22,8500,0,0,0.1,2,81400,4,N
MORTGAGE,DEBTCONSOLIDATION,B,23,15000,10,0,0.18,4,81500,4,N
MORTGAGE,EDUCATION,A,22,7575,6.54,0,0.09,3,81500,0,N
MORTGAGE,PERSONAL,A,22,20000,6.54,0,0.25,2,81500,6,N
OWN,MEDICAL,B,23,3000,10.62,0,0.08,2,39000,7,N
MORTGAGE,DEBTCONSOLIDATION,A,23,2400,6.92,0,0.03,4,81504,6,N
MORTGAGE,DEBTCONSOLIDATION,B,26,7200,11.99,0,0.09,3,81600,1,N
MORTGAGE,DEBTCONSOLIDATION,A,23,9000,7.49,0,0.11,4,81600,7,N
MORTGAGE,EDUCATION,A,21,14400,6.92,0,0.18,4,81600,6,N
MORTGAGE,EDUCATION,C,25,13000,13.23,0,0.16,4,81600,9,Y
MORTGAGE,PERSONAL,A,22,1300,6.39,0,0.02,3,81600,6,N
RENT,VENTURE,B,24,12000,10.99,0,0.27,3,45000,1,N
MORTGAGE,HOMEIMPROVEMENT,B,25,20000,12.18,0,0.25,2,81600,10,N
RENT,PERSONAL,A,23,12000,5.79,0,0.27,3,45000,2,N
RENT,MEDICAL,A,25,12000,7.66,0,0.27,4,45000,0,N
MORTGAGE,EDUCATION,A,22,2500,6.39,0,0.03,2,81800,6,N
RENT,DEBTCONSOLIDATION,B,25,12000,9.62,0,0.27,3,45000,9,N
RENT,PERSONAL,B,23,12000,11.83,0,0.27,4,45000,2,N
MORTGAGE,EDUCATION,C,22,7000,14.72,0,0.09,4,81996,7,N
MORTGAGE,EDUCATION,A,24,14000,7.88,0,0.17,3,81996,4,N
RENT,EDUCATION,C,21,12000,11.97,0,0.27,3,45000,0,N
MORTGAGE,VENTURE,B,26,7000,12.42,0,0.09,3,82000,7,N
OWN,EDUCATION,C,24,25000,15.27,0,0.3,3,82000,8,Y
RENT,MEDICAL,B,21,12000,11.49,0,0.27,3,45176,1,N
RENT,MEDICAL,A,24,12000,7.51,0,0.27,4,45204,0,N
RENT,MEDICAL,C,25,12000,13.23,0,0.26,4,45600,5,N
RENT,PERSONAL,D,21,12000,16.07,1,0.3,2,39760,0,Y
RENT,EDUCATION,D,26,12000,14.84,0,0.26,3,45806,5,N
RENT,PERSONAL,B,26,12000,10.39,0,0.26,3,45900,0,N
MORTGAGE,EDUCATION,C,26,1000,14.27,0,0.01,2,82000,5,Y
MORTGAGE,PERSONAL,A,26,19075,7.9,0,0.23,2,82000,5,N
MORTGAGE,PERSONAL,D,23,5000,16.77,0,0.06,3,82000,5,Y
RENT,EDUCATION,E,24,12000,15.68,0,0.26,3,45996,3,Y
MORTGAGE,VENTURE,B,24,5325,0,0,0.06,3,82000,8,N
RENT,EDUCATION,B,22,12000,11.71,0,0.26,3,46000,3,N
RENT,PERSONAL,A,25,12000,5.42,0,0.26,3,46000,9,N
MORTGAGE,PERSONAL,A,26,3200,5.99,0,0.04,3,82000,10,N
MORTGAGE,PERSONAL,D,23,9000,0,0,0.11,2,82000,7,Y
RENT,VENTURE,C,22,12000,12.68,0,0.26,3,46000,0,Y
RENT,MEDICAL,C,22,12000,12.84,0,0.26,3,46000,1,N
MORTGAGE,EDUCATION,D,24,3500,0,0,0.04,4,82000,8,N
RENT,PERSONAL,D,21,12000,15.21,0,0.26,3,46800,3,Y
MORTGAGE,HOMEIMPROVEMENT,B,25,15000,10.37,0,0.18,2,82000,3,N
RENT,MEDICAL,C,25,12000,15.96,0,0.26,2,47000,2,Y
MORTGAGE,PERSONAL,B,23,9600,10,0,0.12,2,82000,5,N
RENT,DEBTCONSOLIDATION,A,22,12000,6.03,0,0.26,3,47000,6,N
RENT,MEDICAL,B,25,12000,10.37,0,0.26,2,47000,3,N
MORTGAGE,MEDICAL,A,23,14400,0,0,0.18,2,82000,0,N
MORTGAGE,EDUCATION,B,22,10750,9.25,0,0.13,2,82000,6,N
MORTGAGE,PERSONAL,A,24,8000,5.79,0,0.1,3,82000,2,N
MORTGAGE,MEDICAL,A,24,20000,6.54,0,0.24,4,82000,2,N
RENT,PERSONAL,B,25,12000,10,1,0.29,3,41000,0,N
MORTGAGE,DEBTCONSOLIDATION,B,23,6000,11.49,1,0.08,2,76000,8,N
OWN,HOMEIMPROVEMENT,B,26,7000,12.69,0,0.18,2,38400,0,N
RENT,MEDICAL,B,23,12000,12.69,0,0.25,4,47840,7,N
RENT,PERSONAL,A,23,12000,6.03,0,0.25,2,48000,3,N
MORTGAGE,PERSONAL,A,24,6000,6.76,0,0.07,3,82000,8,N
RENT,PERSONAL,D,24,12000,16.77,0,0.25,3,48000,8,Y
RENT,MEDICAL,C,25,12000,13.49,0,0.25,2,48000,0,Y
MORTGAGE,EDUCATION,B,22,20000,9.88,0,0.24,4,82000,5,N
RENT,MEDICAL,D,22,12000,15.65,1,0.29,3,42000,2,Y
MORTGAGE,DEBTCONSOLIDATION,C,22,10000,12.87,0,0.12,2,82000,6,Y
MORTGAGE,HOMEIMPROVEMENT,C,26,20000,13.57,0,0.24,2,82000,1,N
MORTGAGE,DEBTCONSOLIDATION,C,22,6000,0,0,0.07,2,82000,6,N
MORTGAGE,DEBTCONSOLIDATION,E,26,7200,16.35,1,0.09,2,76000,10,Y
OTHER,PERSONAL,A,24,14700,9.63,0,0.18,3,82000,2,N
RENT,MEDICAL,C,26,12000,11.66,0,0.25,3,48000,0,N
MORTGAGE,PERSONAL,D,26,4500,15.05,0,0.05,4,82000,2,Y
MORTGAGE,VENTURE,C,26,5000,13.47,0,0.06,2,82000,1,Y
MORTGAGE,PERSONAL,A,21,11000,0,0,0.13,3,82000,3,N
MORTGAGE,PERSONAL,B,22,8300,11.46,0,0.1,3,82000,3,N
MORTGAGE,HOMEIMPROVEMENT,E,25,10000,14.93,0,0.12,3,82000,2,N
MORTGAGE,PERSONAL,C,25,7500,12.72,0,0.09,4,82000,7,N
MORTGAGE,EDUCATION,A,24,7500,8.32,0,0.09,3,82000,1,N
RENT,EDUCATION,C,25,12000,13.85,0,0.25,4,48074,4,Y
MORTGAGE,DEBTCONSOLIDATION,D,24,7000,12.92,1,0.09,3,76000,9,N
RENT,HOMEIMPROVEMENT,B,26,12000,10.65,0,0.2,3,60000,5,N
RENT,PERSONAL,A,21,12000,7.51,0,0.2,3,60000,0,N
RENT,DEBTCONSOLIDATION,B,23,12000,12.42,1,0.22,2,54000,0,N
MORTGAGE,DEBTCONSOLIDATION,C,25,9750,14.27,1,0.13,3,76248,6,Y
RENT,DEBTCONSOLIDATION,B,23,12000,12.69,0,0.2,2,60000,2,N
MORTGAGE,DEBTCONSOLIDATION,A,26,18600,6.99,0,0.23,2,82305,10,N
RENT,MEDICAL,A,23,12000,6.03,0,0.2,3,60000,4,N
RENT,PERSONAL,D,25,12000,16.77,1,0.22,4,54000,0,N
RENT,DEBTCONSOLIDATION,A,26,12000,6.62,0,0.2,2,60000,5,N
RENT,EDUCATION,A,25,12000,7.9,0,0.2,2,60000,9,N
MORTGAGE,EDUCATION,A,23,5000,8.49,0,0.06,4,82500,0,N
OWN,VENTURE,A,24,10000,5.79,0,0.12,4,82500,8,N
MORTGAGE,MEDICAL,C,23,16000,14.35,1,0.21,3,65025,7,N
RENT,EDUCATION,A,24,12000,8.9,0,0.2,4,60000,4,N
RENT,EDUCATION,B,24,12000,9.99,0,0.2,4,60000,4,N
RENT,EDUCATION,B,24,12000,10.99,0,0.2,4,60000,1,N
MORTGAGE,MEDICAL,A,22,14400,9.32,0,0.17,3,82500,3,N
RENT,MEDICAL,B,22,12000,10.37,0,0.2,3,60000,2,N
RENT,DEBTCONSOLIDATION,B,24,12000,10.36,0,0.2,3,60000,1,N
RENT,MEDICAL,B,26,12000,0,0,0.2,3,60000,7,N
RENT,DEBTCONSOLIDATION,C,23,12000,12.98,1,0.22,3,54000,3,Y
RENT,EDUCATION,A,23,12000,0,0,0.2,3,60000,2,N
RENT,VENTURE,A,25,12000,5.42,0,0.2,3,60000,3,N
MORTGAGE,EDUCATION,C,24,20000,0,0,0.24,4,82726,7,Y
OWN,VENTURE,A,25,4800,6.17,0,0.06,3,82729,8,N
RENT,VENTURE,B,25,12000,11.86,0,0.2,4,60000,0,N
MORTGAGE,VENTURE,B,24,12500,0,0,0.15,3,82800,0,N
RENT,PERSONAL,A,23,12000,7.88,0,0.2,2,60000,0,N
RENT,EDUCATION,B,22,12000,10.99,0,0.2,2,60000,2,N
RENT,PERSONAL,B,26,12000,10.62,0,0.2,4,60000,1,N
MORTGAGE,DEBTCONSOLIDATION,B,22,5500,11.99,0,0.07,4,83000,6,N
RENT,HOMEIMPROVEMENT,C,26,12000,12.87,0,0.2,4,60000,0,Y
RENT,PERSONAL,C,25,12000,14.26,0,0.2,4,60000,3,N
MORTGAGE,VENTURE,A,21,14000,8.49,0,0.17,2,83000,3,N
MORTGAGE,VENTURE,B,24,5775,9.99,0,0.07,4,83000,0,N
RENT,MEDICAL,A,24,12000,9.63,0,0.2,2,60000,5,N
RENT,EDUCATION,B,25,12000,12.21,0,0.2,3,60000,9,N
RENT,PERSONAL,B,24,12000,12.21,0,0.2,2,60000,0,N
MORTGAGE,HOMEIMPROVEMENT,B,25,13000,10.99,0,0.16,2,83000,9,N
MORTGAGE,HOMEIMPROVEMENT,A,24,10400,5.79,0,0.13,3,83000,6,N
OWN,VENTURE,C,23,8400,13.8,0,0.22,2,38376,0,Y
MORTGAGE,VENTURE,D,23,20000,14.54,0,0.24,4,83000,0,Y
MORTGAGE,DEBTCONSOLIDATION,A,23,10000,7.66,0,0.12,4,83000,7,N
RENT,EDUCATION,C,22,12000,13.47,0,0.2,3,60000,0,Y
MORTGAGE,DEBTCONSOLIDATION,B,26,25000,0,0,0.3,3,83000,11,N
RENT,PERSONAL,A,23,12000,9.63,0,0.2,2,60000,3,N
MORTGAGE,MEDICAL,A,24,15000,6.91,0,0.18,4,83000,6,N
OWN,MEDICAL,B,22,4800,9.99,0,0.13,2,38272,6,N
MORTGAGE,EDUCATION,B,23,1500,11.12,0,0.02,2,83000,7,N
OWN,DEBTCONSOLIDATION,D,22,25000,15.95,0,0.3,4,83000,6,Y
RENT,EDUCATION,D,24,12000,16.49,0,0.2,2,60500,9,N
MORTGAGE,MEDICAL,B,26,25000,10.99,0,0.3,3,83000,2,N
MORTGAGE,VENTURE,C,21,7000,12.73,0,0.08,2,83000,5,Y
MORTGAGE,PERSONAL,B,26,17000,10.25,0,0.2,3,83000,1,N
MORTGAGE,MEDICAL,A,21,8500,8,0,0.1,4,83000,4,N
RENT,VENTURE,B,24,12000,0,0,0.2,3,61000,3,N
MORTGAGE,DEBTCONSOLIDATION,F,25,7200,18.53,1,0.09,3,77000,1,N
MORTGAGE,MEDICAL,B,26,10800,12.21,1,0.14,3,65450,3,N
RENT,DEBTCONSOLIDATION,A,25,12000,7.29,0,0.2,3,61000,2,N
RENT,EDUCATION,C,23,3000,13.23,0,0.13,2,23500,4,Y
MORTGAGE,VENTURE,C,23,3500,12.61,0,0.04,2,83004,7,Y
MORTGAGE,EDUCATION,A,22,24000,7.88,0,0.29,2,83004,6,N
MORTGAGE,DEBTCONSOLIDATION,B,24,25000,0,0,0.3,2,83004,6,N
MORTGAGE,PERSONAL,A,25,5000,6.76,0,0.06,4,83004,9,N
RENT,PERSONAL,B,22,3000,0,0,0.13,4,24000,3,N
MORTGAGE,EDUCATION,C,24,10000,13.49,0,0.12,3,83050,5,Y
OWN,EDUCATION,C,24,3000,13.35,0,0.08,2,38004,3,Y
MORTGAGE,DEBTCONSOLIDATION,A,23,14400,5.42,0,0.17,3,83199,2,N
MORTGAGE,EDUCATION,A,23,4000,7.49,0,0.05,4,83200,6,N
RENT,DEBTCONSOLIDATION,C,22,3000,0,1,0.13,4,24000,0,N
RENT,DEBTCONSOLIDATION,A,26,3000,9.32,0,0.12,4,24856,0,N
MORTGAGE,EDUCATION,C,23,22000,13.23,1,0.28,2,77200,4,N
RENT,DEBTCONSOLIDATION,B,21,3000,11.49,0,0.12,3,24996,0,N
RENT,EDUCATION,B,22,3000,12.69,0,0.12,3,25000,3,N
MORTGAGE,DEBTCONSOLIDATION,C,25,10000,13.11,0,0.12,3,83400,2,N
RENT,DEBTCONSOLIDATION,B,25,3000,11.12,0,0.12,4,25000,3,N
OWN,VENTURE,D,22,3000,12.92,0,0.08,3,38004,0,Y
MORTGAGE,MEDICAL,A,26,1600,6.76,0,0.02,3,83500,3,N
MORTGAGE,MEDICAL,A,26,6500,8.59,0,0.08,2,83500,0,N
MORTGAGE,HOMEIMPROVEMENT,A,26,13600,7.66,0,0.16,3,83600,2,N
OWN,VENTURE,C,22,7500,13.11,0,0.09,4,83600,6,Y
RENT,MEDICAL,B,24,3000,10.95,0,0.12,2,25000,3,N
RENT,EDUCATION,A,24,3000,8.32,0,0.12,2,25000,3,N
MORTGAGE,MEDICAL,A,26,3000,8.94,0,0.04,3,83957,4,N
RENT,MEDICAL,C,26,3000,14.35,0,0.12,3,25200,1,Y
MORTGAGE,DEBTCONSOLIDATION,A,25,8500,6.62,0,0.1,4,84000,4,N
OWN,EDUCATION,A,23,17500,8.9,0,0.21,3,84000,7,N
MORTGAGE,EDUCATION,A,23,16000,6.03,0,0.19,2,84000,7,N
MORTGAGE,MEDICAL,C,25,20000,15.27,0,0.24,3,84000,9,N
MORTGAGE,PERSONAL,B,26,7500,12.69,0,0.09,3,84000,10,N
RENT,MEDICAL,A,24,3000,0,0,0.11,2,26400,7,N
MORTGAGE,PERSONAL,B,22,3900,11.71,0,0.05,4,84000,6,N
RENT,MEDICAL,B,25,3000,10.62,0,0.11,3,26500,1,N
RENT,DEBTCONSOLIDATION,C,23,3000,12.23,0,0.11,2,26880,6,Y
MORTGAGE,PERSONAL,A,23,4200,5.42,0,0.05,4,84000,5,N
RENT,VENTURE,B,24,3000,11.14,0,0.11,2,27000,0,N
MORTGAGE,VENTURE,B,25,5000,10.99,0,0.06,2,84000,9,N
RENT,EDUCATION,B,21,3000,11.49,0,0.11,4,27600,2,N
MORTGAGE,EDUCATION,B,21,2500,9.99,0,0.03,4,84000,5,N
MORTGAGE,MEDICAL,B,25,6500,10.99,0,0.08,3,84000,7,N
MORTGAGE,PERSONAL,A,23,28000,8.49,0,0.33,4,84000,0,N
RENT,MEDICAL,A,22,3000,0,0,0.11,2,27996,4,N
RENT,EDUCATION,B,22,3000,10.59,0,0.11,3,28000,4,N
RENT,MEDICAL,B,24,3000,10.25,0,0.11,3,28000,4,N
RENT,DEBTCONSOLIDATION,B,23,3000,10.25,0,0.11,4,28000,0,N
MORTGAGE,EDUCATION,B,23,23000,11.99,0,0.27,2,84000,7,N
MORTGAGE,EDUCATION,B,24,18000,9.99,0,0.21,2,84000,8,N
MORTGAGE,PERSONAL,B,22,12000,11.99,0,0.14,3,84000,6,N
RENT,DEBTCONSOLIDATION,B,25,3000,12.42,0,0.1,2,28800,2,N
MORTGAGE,DEBTCONSOLIDATION,A,22,2825,5.99,0,0.03,4,84000,7,N
MORTGAGE,PERSONAL,A,22,10000,0,0,0.12,2,84000,5,N
MORTGAGE,EDUCATION,C,26,21000,13.49,0,0.25,2,84000,5,Y
RENT,VENTURE,B,25,3000,11.12,0,0.1,3,28800,2,N
MORTGAGE,DEBTCONSOLIDATION,A,23,7000,6.92,0,0.08,2,84000,4,N
RENT,HOMEIMPROVEMENT,F,25,3000,20.25,1,0.1,2,29000,0,Y
MORTGAGE,DEBTCONSOLIDATION,A,22,7200,5.79,0,0.09,2,84000,6,N
MORTGAGE,DEBTCONSOLIDATION,C,22,23000,12.68,0,0.27,4,84000,6,N
RENT,DEBTCONSOLIDATION,B,23,3000,12.69,1,0.1,4,30000,7,N
RENT,PERSONAL,B,25,3000,11.71,0,0.1,3,30000,9,N
RENT,DEBTCONSOLIDATION,C,26,3000,13.49,0,0.1,4,30000,1,N
MORTGAGE,DEBTCONSOLIDATION,B,25,4200,9.25,0,0.05,4,84000,9,N
